Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides AutoTP2R1	Peptides AutoTP2R2	Peptides AutoTP2R3	Peptides HeteTP4R1	Peptides HeteTP4R2	Peptides HeteTP4R3	Peptides MixoTP4R1	Peptides MixoTP4R2	Peptides MixoTP4R3	Razor + unique peptides AutoTP2R1	Razor + unique peptides AutoTP2R2	Razor + unique peptides AutoTP2R3	Razor + unique peptides HeteTP4R1	Razor + unique peptides HeteTP4R2	Razor + unique peptides HeteTP4R3	Razor + unique peptides MixoTP4R1	Razor + unique peptides MixoTP4R2	Razor + unique peptides MixoTP4R3	Unique peptides AutoTP2R1	Unique peptides AutoTP2R2	Unique peptides AutoTP2R3	Unique peptides HeteTP4R1	Unique peptides HeteTP4R2	Unique peptides HeteTP4R3	Unique peptides MixoTP4R1	Unique peptides MixoTP4R2	Unique peptides MixoTP4R3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type AutoTP2R1	Identification type AutoTP2R2	Identification type AutoTP2R3	Identification type HeteTP4R1	Identification type HeteTP4R2	Identification type HeteTP4R3	Identification type MixoTP4R1	Identification type MixoTP4R2	Identification type MixoTP4R3	Sequence coverage AutoTP2R1 [%]	Sequence coverage AutoTP2R2 [%]	Sequence coverage AutoTP2R3 [%]	Sequence coverage HeteTP4R1 [%]	Sequence coverage HeteTP4R2 [%]	Sequence coverage HeteTP4R3 [%]	Sequence coverage MixoTP4R1 [%]	Sequence coverage MixoTP4R2 [%]	Sequence coverage MixoTP4R3 [%]	Intensity	Intensity AutoTP2R1	Intensity AutoTP2R2	Intensity AutoTP2R3	Intensity HeteTP4R1	Intensity HeteTP4R2	Intensity HeteTP4R3	Intensity MixoTP4R1	Intensity MixoTP4R2	Intensity MixoTP4R3	LFQ intensity AutoTP2R1	LFQ intensity AutoTP2R2	LFQ intensity AutoTP2R3	LFQ intensity HeteTP4R1	LFQ intensity HeteTP4R2	LFQ intensity HeteTP4R3	LFQ intensity MixoTP4R1	LFQ intensity MixoTP4R2	LFQ intensity MixoTP4R3	MS/MS count AutoTP2R1	MS/MS count AutoTP2R2	MS/MS count AutoTP2R3	MS/MS count HeteTP4R1	MS/MS count HeteTP4R2	MS/MS count HeteTP4R3	MS/MS count MixoTP4R1	MS/MS count MixoTP4R2	MS/MS count MixoTP4R3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
g7424.t1	g7424.t1	11	11	11		1	11	11	11	7	6	7	7	8	7	6	7	5	7	6	7	7	8	7	6	7	5	7	6	7	7	8	7	6	7	5	34.3	34.3	34.3	50.625	464	464	1	66	0	122.56	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	24.6	18.1	22.8	21.8	22.2	20.3	16.8	20.7	17.7	183730000	10309000	8318100	24805000	12850000	24710000	50374000	10951000	34856000	6553700	12027000	25899000	66912000	14853000	18046000	15801000	7104600	15166000	15921000	5	5	3	3	1	1	2	5	1	26				596	243;347;473;1013;1159;1830;2260;2302;2792;3198;3729	True;True;True;True;True;True;True;True;True;True;True	252;368;500;1071;1226;1952;2434;2490;3011;3442;4004	1603;1604;1605;1606;2394;2395;2396;2397;2398;2399;2400;2401;3258;3259;3260;3261;3262;3263;3264;7114;7115;7116;7117;7118;8141;8142;8143;8144;12976;16225;16226;16227;16228;16229;16230;16231;16232;16565;16566;16567;16568;20094;20095;22963;22964;22965;22966;22967;22968;22969;22970;22971;26759;26760;26761;26762;26763;26764;26765;26766;26767;26768;26769;26770;26771;26772	623;882;883;884;885;886;1165;1166;2505;2506;2507;2899;2900;4609;5744;5745;5746;5853;7075;7076;8156;8157;8158;8159;9551;9552;9553;9554;9555	623;883;1165;2505;2899;4609;5746;5853;7075;8157;9555	344;345;346	178;205;212
g744.t1	g744.t1	2	2	2		1	2	2	2	2	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	6.9	6.9	6.9	41.317	391	391	1	4	0	11.676	By MS/MS	By matching							By matching	6.9	3.6	0	0	0	0	0	0	3.6	608590	449840	69512	0	0	0	0	0	0	89233	449840	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2				597	290;1475	True;True	303;1570	1972;10411;10412;10413	742;3709	742;3709		
g745.t1	g745.t1	3	3	3		1	3	3	3	1	0	2	1	2	0	1	1	3	1	0	2	1	2	0	1	1	3	1	0	2	1	2	0	1	1	3	9.6	9.6	9.6	55.886	523	523	1	11	0	17.228	By matching		By MS/MS	By MS/MS	By MS/MS		By matching	By matching	By matching	2.7	0	7.1	4.4	6.9	0	2.7	2.7	9.6	2186000	59680	0	143270	331440	735400	0	192280	261500	462460	0	0	0	0	0	0	0	0	570190	0	0	1	1	1	0	0	0	0	3				598	1562;2130;3203	True;True;True	1665;2273;3447	11041;11042;11043;11044;15108;15109;15110;15111;15112;23009;23010	3933;5380;8169	3933;5380;8169		
g7453.t1	g7453.t1	5	5	5		1	5	5	5	4	5	1	4	4	3	5	4	3	4	5	1	4	4	3	5	4	3	4	5	1	4	4	3	5	4	3	31.9	31.9	31.9	23.844	216	216	1	33	0	40.395	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	31.9	31.9	6.9	31.9	30.1	20.4	31.9	20.4	20.4	29195000	2626400	1712900	355340	3402100	4891900	8905900	3569100	2626700	1105000	1880800	2240400	0	4935900	3856400	5135500	1756300	3129600	2374600	2	1	0	1	1	1	3	0	0	9				599	747;861;1767;2382;3081	True;True;True;True;True	789;910;1886;2577;3319	5196;5197;5198;5199;5200;6031;6032;6033;6034;12594;12595;12596;12597;12598;12599;12600;12601;12602;17175;17176;17177;17178;17179;17180;17181;22173;22174;22175;22176;22177;22178;22179;22180	1844;1845;1846;1847;2147;4471;4472;4473;6070;6071;7861;7862;7863	1844;2147;4471;6071;7862		
g7469.t1	g7469.t1	4	4	4		1	4	4	4	4	3	3	3	2	3	4	3	4	4	3	3	3	2	3	4	3	4	4	3	3	3	2	3	4	3	4	24.4	24.4	24.4	29.381	275	275	1	31	0	32.459	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	24.4	20	19.6	19.6	12	19.6	24.4	16.7	24.4	22057000	2332300	834950	2170900	1364800	566180	952790	9081600	3339900	1413200	2603800	2794000	2477000	1832100	1361300	1793700	3127000	3704300	2507500	2	2	3	1	0	1	2	2	1	14				600	1877;2989;3161;3309	True;True;True;True	2002;3219;3402;3557	13267;13268;13269;13270;13271;13272;13273;13274;13275;13276;13277;21485;21486;21487;21488;21489;21490;21491;21492;22681;22682;22683;22684;22685;23720;23721;23722;23723;23724;23725;23726	4717;4718;4719;4720;4721;4722;4723;4724;7634;7635;7636;8040;8454;8455;8456	4720;7634;8040;8456		
g747.t1	g747.t1	4	4	4		1	4	4	4	3	1	0	0	2	2	3	4	2	3	1	0	0	2	2	3	4	2	3	1	0	0	2	2	3	4	2	41	41	41	18.327	166	166	1	17	0	22.407	By matching	By matching			By matching	By matching	By MS/MS	By MS/MS	By matching	31.9	10.8	0	0	21.1	21.1	31.9	41	21.1	3246700	450300	15151	0	0	221950	439100	851920	1162700	105620	475020	0	0	0	0	0	620200	635860	0	0	0	0	0	0	0	2	2	0	4				601	1847;2575;3422;3714	True;True;True;True	1971;2785;3681;3988	13082;13083;13084;13085;13086;13087;13088;18578;18579;18580;24618;26634;26635;26636;26637;26638;26639	4644;6538;8778;9510	4644;6538;8778;9510		
g7476.t1	g7476.t1	10	10	10		1	10	10	10	6	2	7	4	5	8	10	9	7	6	2	7	4	5	8	10	9	7	6	2	7	4	5	8	10	9	7	21.5	21.5	21.5	71.146	660	660	1	58	0	70.553	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	13.3	3.3	14.7	8	7.9	17.4	21.5	17.6	14.4	32789000	1274800	133070	2173500	1043600	4468100	6861700	6270600	9072000	1492000	2380900	0	5009200	2882900	4086900	3485800	3130200	4273000	2093600	0	0	3	0	2	5	3	2	0	15				602	133;257;569;1441;1473;2036;2315;3107;3122;3716	True;True;True;True;True;True;True;True;True;True	135;268;602;1536;1568;2176;2504;3346;3361;3990	895;896;897;898;1716;1717;1718;1719;1720;3913;3914;3915;3916;10194;10195;10196;10197;10198;10397;10398;10399;10400;10401;10402;10403;10404;10405;14442;14443;14444;14445;14446;16672;16673;16674;16675;16676;16677;16678;22356;22357;22358;22359;22360;22361;22362;22450;22451;22452;22453;22454;22455;22456;26644;26645;26646;26647;26648	325;326;661;1413;3644;3707;5165;5890;5891;5892;5893;7924;7925;7956;9512;9513	326;661;1413;3644;3707;5165;5891;7925;7956;9512		
g7479.t1	g7479.t1	7	7	7		1	7	7	7	7	6	5	3	4	5	6	5	4	7	6	5	3	4	5	6	5	4	7	6	5	3	4	5	6	5	4	26.8	26.8	26.8	30.071	291	291	1	51	0	60.97	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	26.8	26.1	26.5	12.4	17.9	21	26.1	26.5	17.9	67827000	10288000	9027500	9112200	4584400	6887700	4367000	9543700	8747900	5268800	10691000	8146500	21669000	6713600	4164800	3605100	8863400	8919300	6392100	5	1	5	1	0	2	3	1	1	19				603	197;815;847;1127;2543;2652;2969	True;True;True;True;True;True;True	203;863;895;1194;2752;2863;3195;3196	1310;1311;1312;1313;1314;1315;1316;1317;1318;5721;5722;5723;5724;5946;5947;5948;5949;5950;5951;5952;7907;7908;7909;7910;7911;7912;7913;18373;18374;18375;19112;19113;19114;19115;19116;19117;21320;21321;21322;21323;21324;21325;21326;21327;21328;21329;21330;21331;21332;21333;21334	501;2061;2062;2063;2126;2803;6478;6479;6712;6713;6714;6715;7570;7571;7572;7573;7574;7575;7576	501;2061;2126;2803;6478;6712;7575	347	235
g7490.t1	g7490.t1	3	3	3		1	3	3	3	2	2	2	1	2	1	3	1	3	2	2	2	1	2	1	3	1	3	2	2	2	1	2	1	3	1	3	24.6	24.6	24.6	23.758	232	232	1	17	0	20.655	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	15.9	13.4	13.4	8.6	13.4	11.2	24.6	11.2	24.6	23460000	2716700	873290	2681200	469900	2518900	3996700	2856700	4768000	2578700	0	2591100	4717600	0	3069700	0	2446800	0	2549800	1	2	0	0	0	0	1	1	0	5				604	88;2818;3414	True;True;True	89;3039;3670	562;563;564;565;566;20256;20257;20258;20259;20260;20261;24548;24549;24550;24551;24552;24553	199;200;201;7156;8742	200;7156;8742	348	228
g7527.t1	g7527.t1	5	5	5		1	5	5	5	4	5	3	4	3	3	4	3	4	4	5	3	4	3	3	4	3	4	4	5	3	4	3	3	4	3	4	14.5	14.5	14.5	53.817	496	496	1	33	0	94.67	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	11.3	14.5	9.3	11.3	8.7	8.7	11.3	8.7	11.9	15641000	3676400	2671300	277050	907910	2017500	728680	2112400	1590800	1658900	3890900	5785300	1040300	637030	1044800	528460	754660	981910	2492800	3	2	0	2	1	0	2	1	1	12				605	505;622;2425;3468;3736	True;True;True;True;True	533;657;2624;3730;4011	3454;3455;3456;3457;3458;3459;3460;4290;4291;4292;4293;17483;17484;17485;17486;17487;17488;17489;17490;24953;24954;24955;24956;24957;24958;24959;24960;24961;26824;26825;26826;26827;26828	1238;1239;1531;6174;6175;6176;6177;8908;9576;9577;9578;9579	1238;1531;6175;8908;9576		
g753.t1	g753.t1	5	5	5		1	5	5	5	3	2	2	3	2	3	1	3	4	3	2	2	3	2	3	1	3	4	3	2	2	3	2	3	1	3	4	22.8	22.8	22.8	25.798	228	228	1	23	0	32.117	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	17.5	7.9	7.9	13.2	9.6	17.5	3.9	13.2	22.8	10664000	320620	220150	734370	650890	1872300	3139700	480010	2169700	1076700	647770	862290	1731900	992670	0	1192000	0	1556800	1007200	0	0	0	0	1	1	0	3	0	5				606	851;854;1468;1967;2144	True;True;True;True;True	899;902;1563;2100;2288	5970;5971;5972;5987;10370;10371;10372;10373;10374;10375;10376;13923;13924;13925;13926;15221;15222;15223;15224;15225;15226;15227;15228	2131;2136;3700;4972;5425	2131;2136;3700;4972;5425	349	76
g7543.t1	g7543.t1	3	3	3		1	3	3	3	3	2	2	3	3	3	3	2	3	3	2	2	3	3	3	3	2	3	3	2	2	3	3	3	3	2	3	8.6	8.6	8.6	32.459	292	292	1	34	0	18.157	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	8.6	6.2	5.5	8.6	8.6	8.6	8.6	6.2	8.6	16601000	579980	158760	462890	2037000	2815600	3598000	3072200	2492000	1384400	616600	670800	1402000	1497800	1777000	1399900	1274300	2612100	1034800	0	0	1	0	2	1	0	2	0	6				607	892;2131;2276	True;True;True	944;945;2274;2455;2456	6243;6244;6245;6246;6247;6248;6249;6250;6251;6252;6253;6254;15113;15114;15115;15116;15117;15118;15119;16325;16326;16327;16328;16329;16330;16331;16332;16333;16334;16335;16336;16337;16338;16339	2218;2219;5381;5783;5784;5785	2219;5381;5784	350;351	97;253
g7547.t1	g7547.t1	6	6	6		1	6	6	6	3	2	3	5	6	5	4	5	5	3	2	3	5	6	5	4	5	5	3	2	3	5	6	5	4	5	5	23.5	23.5	23.5	31.615	298	298	1	41	0	48.369	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	14.8	6.7	10.7	15.4	23.5	19.5	17.4	23.5	19.5	21563000	230590	156530	380110	2644700	8245800	5735500	280040	2868500	1021700	889690	1016800	1632500	4040600	3636000	3508400	392990	1699400	880440	0	0	2	3	3	3	1	2	0	14				608	276;1265;1302;1368;1614;1895	True;True;True;True;True;True	289;1342;1388;1389;1459;1720;2022	1870;1871;1872;1873;1874;1875;8961;8962;8963;8964;8965;8966;9253;9254;9255;9256;9257;9258;9259;9260;9261;9711;9712;9713;9714;9715;9716;9717;9718;9719;11435;11436;11437;11438;11439;13435;13436;13437;13438;13439;13440	711;712;3215;3216;3217;3218;3333;3334;3494;3495;4058;4786;4787;4788	711;3216;3334;3495;4058;4787	352	56
g7558.t1	g7558.t1	3	3	3		1	3	3	3	3	3	3	2	3	1	3	2	3	3	3	3	2	3	1	3	2	3	3	3	3	2	3	1	3	2	3	18.3	18.3	18.3	22.222	202	202	1	26	0	20.472	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	18.3	18.3	18.3	12.4	18.3	5.9	18.3	11.4	18.3	8784300	1719600	646520	246840	520780	1028800	595440	1174300	1107100	1744900	0	0	0	0	0	0	0	0	1932500	1	3	0	0	0	0	0	1	0	5				609	183;1352;1410	True;True;True	189;1440;1441;1504	1223;1224;1225;1226;1227;1228;1229;1230;9599;9600;9601;9602;9603;9604;9605;9606;9607;9608;10003;10004;10005;10006;10007;10008;10009;10010	454;3460;3461;3584;3585;3586	454;3460;3586	353	169
g7591.t1	g7591.t1	3	3	3		1	3	3	3	3	2	1	1	1	2	2	2	1	3	2	1	1	1	2	2	2	1	3	2	1	1	1	2	2	2	1	9.8	9.8	9.8	42.066	389	389	1	15	0	17.863	By MS/MS	By matching	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	9.8	8	3.6	3.6	3.6	5.4	5.4	5.4	3.6	3489500	507920	46194	23768	117770	157760	1292300	473780	797360	72623	507920	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2				610	1973;2587;2817	True;True;True	2106;2797;3038	13971;13972;13973;13974;13975;13976;13977;13978;13979;18680;18681;20252;20253;20254;20255	4984;6565;7155	4984;6565;7155	354	283
g7615.t1	g7615.t1	4	4	4		1	4	4	4	3	2	4	2	2	3	3	4	2	3	2	4	2	2	3	3	4	2	3	2	4	2	2	3	3	4	2	41.7	41.7	41.7	10.176	96	96	1	25	0	26.082	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	29.2	19.8	41.7	19.8	19.8	29.2	29.2	41.7	16.7	17463000	1850900	510680	2950000	1103500	2232300	1624900	3844400	2848800	498140	1759200	1329900	3501300	2598800	2171500	1508200	2997200	1551800	1944900	0	0	0	0	1	2	3	1	0	7				611	688;1290;2663;3201	True;True;True;True	727;1374;2875;3445	4784;4785;4786;4787;4788;4789;9152;9153;9154;9155;19172;19173;19174;19175;19176;19177;19178;19179;19180;22999;23000;23001;23002;23003;23004	1700;3291;6729;6730;6731;8165;8166;8167	1700;3291;6730;8165	355	45
g7621.t1	g7621.t1	6	6	6		1	6	6	6	6	6	3	3	3	4	5	5	6	6	6	3	3	3	4	5	5	6	6	6	3	3	3	4	5	5	6	21.2	21.2	21.2	37.903	345	345	1	53	0	94.916	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	21.2	21.2	12.5	12.5	12.8	11.9	18.6	18.8	21.2	24758000	5595700	3072700	425330	539940	2078700	1786900	3168400	5320900	2769400	5579400	5195600	572830	654710	979190	1516100	2117800	2263800	4017100	4	6	1	0	1	1	3	2	2	20				612	1009;1022;1196;2197;2764;3693	True;True;True;True;True;True	1066;1082;1083;1265;2347;2980;3967	7086;7087;7088;7089;7181;7182;7183;7184;7185;7186;7187;7188;7189;7190;7191;7192;7193;8396;8397;8398;8399;8400;8401;8402;8403;8404;8405;8406;8407;8408;8409;8410;8411;15610;15611;15612;15613;15614;15615;15616;19892;19893;19894;19895;19896;19897;26500;26501;26502;26503;26504;26505;26506	2498;2529;2530;2531;2532;2533;2534;2535;2536;2537;2993;2994;2995;2996;2997;2998;2999;5542;5543;6997;6998;9468	2498;2532;2993;5543;6997;9468	356	290
g7626.t1	g7626.t1	5	5	5		1	5	5	5	4	4	5	4	4	4	3	3	3	4	4	5	4	4	4	3	3	3	4	4	5	4	4	4	3	3	3	22.2	22.2	22.2	24.294	221	221	1	43	0	48.852	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	22.2	22.2	22.2	16.7	22.2	22.2	16.7	16.7	15.8	23832000	2374600	3529500	2618600	2236000	2601500	4892400	1809200	3050500	719560	2005700	5497700	6231000	1834900	2414500	2703400	1192900	1536200	3302300	3	2	4	1	0	0	1	0	0	11				613	1647;1852;2050;2670;2911	True;True;True;True;True	1756;1757;1976;2190;2882;3135	11685;11686;11687;11688;11689;11690;11691;11692;11693;13109;13110;14559;14560;14561;14562;14563;14564;14565;14566;14567;19227;19228;19229;19230;19231;19232;19233;19234;19235;19236;19237;19238;19239;19240;19241;20890;20891;20892;20893;20894;20895;20896;20897	4160;4161;4162;4651;4652;5206;6750;6751;6752;6753;7410;7411	4161;4652;5206;6751;7411	357;358	216;221
g763.t1	g763.t1	2	2	2		1	2	2	2	2	2	1	0	0	2	1	1	0	2	2	1	0	0	2	1	1	0	2	2	1	0	0	2	1	1	0	9.1	9.1	9.1	27.183	263	263	1	9	0	11.686	By MS/MS	By matching	By MS/MS			By matching	By matching	By matching		9.1	9.1	4.9	0	0	9.1	4.9	4.9	0	1988900	417040	390190	50762	0	0	375760	558820	196280	0	0	0	0	0	0	224880	0	0	0	1	0	0	0	0	0	0	0	0	1				614	2464;3078	True;True	2666;3316	17792;17793;17794;17795;17796;17797;22153;22154;22155	6299;7853	6299;7853		
g7660.t1	g7660.t1	4	4	4		1	4	4	4	0	1	3	4	3	4	0	1	2	0	1	3	4	3	4	0	1	2	0	1	3	4	3	4	0	1	2	3.3	3.3	3.3	147.46	1360	1360	1	18	0	27.87		By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By matching	By matching	0	1.4	2.9	3.3	2.5	3.3	0	0.8	2.2	14640000	0	99855	477370	3496600	5709500	3830400	0	530700	495330	0	0	1119000	5688900	3432500	1968500	0	0	1407100	0	0	1	3	2	1	0	0	0	7				615	805;806;2234;3171	True;True;True;True	851;852;2400;3414	5618;5619;5620;5621;5622;5623;5624;5625;5626;16031;16032;16033;16034;16035;22761;22762;22763;22764	2018;2019;2020;2021;2022;5682;8071	2019;2022;5682;8071		
g7671.t1	g7671.t1	2	2	2		1	2	2	2	2	0	2	1	1	0	1	1	0	2	0	2	1	1	0	1	1	0	2	0	2	1	1	0	1	1	0	6.2	6.2	6.2	70.457	665	665	1	8	0	11.439	By matching		By MS/MS	By matching	By matching		By matching	By matching		6.2	0	6.2	4.1	4.1	0	4.1	4.1	0	1599300	288120	0	310050	559360	239760	0	87174	114840	0	343310	0	709590	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2				616	730;1793	True;True	771;1914	5078;5079;5080;5081;5082;5083;12753;12754	1810;4526	1810;4526		
g7676.t1	g7676.t1	7	7	7		1	7	7	7	7	6	6	5	7	5	6	7	5	7	6	6	5	7	5	6	7	5	7	6	6	5	7	5	6	7	5	43.5	43.5	43.5	22.224	214	214	1	65	0	48.425	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	43.5	33.2	33.2	31.8	43.5	36.4	38.8	43.5	27.6	62862000	11833000	8105300	4528700	6244800	6881000	4122900	11290000	7639900	2215500	13720000	16257000	7985700	6654700	5121600	3184300	7556200	4727800	4945900	4	2	2	1	1	1	3	1	1	16				617	1258;1267;1603;1988;2168;3199;3288	True;True;True;True;True;True;True	1335;1345;1709;2122;2312;3443;3536	8911;8912;8913;8914;8915;8916;8917;8918;8978;8979;8980;8981;8982;11341;11342;11343;11344;11345;11346;11347;11348;14091;14092;14093;14094;14095;14096;14097;15375;15376;15377;15378;15379;15380;15381;15382;15383;22972;22973;22974;22975;22976;22977;22978;22979;22980;22981;22982;22983;23598;23599;23600;23601;23602;23603;23604;23605;23606;23607;23608;23609;23610;23611;23612;23613	3203;3222;3223;4025;5027;5469;5470;5471;8160;8161;8406;8407;8408;8409;8410;8411	3203;3223;4025;5027;5470;8161;8406		
g7683.t1	g7683.t1	6	6	6		1	6	6	6	4	3	4	5	5	5	6	5	6	4	3	4	5	5	5	6	5	6	4	3	4	5	5	5	6	5	6	25.4	25.4	25.4	27.3	240	240	1	43	0	40.954	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.9	13.8	17.5	22.1	22.1	22.1	25.4	22.1	25.4	66783000	3128000	2856900	3535900	6490200	9932300	15773000	7873600	9460200	7732900	2595900	2838800	7234700	9779800	10673000	9227600	5489800	7081000	9508100	2	1	1	1	2	1	2	2	3	15				618	385;2332;2488;2521;3097;3262	True;True;True;True;True;True	407;2523;2690;2726;3336;3510	2653;2654;2655;2656;2657;2658;2659;2660;2661;16826;16827;16828;16829;16830;16831;17951;17952;17953;17954;17955;17956;17957;17958;18221;18222;18223;18224;18225;18226;18227;18228;22285;22286;22287;23425;23426;23427;23428;23429;23430;23431;23432;23433	964;965;966;5964;6357;6358;6359;6429;7904;8337;8338;8339;8340;8341;8342	964;5964;6357;6429;7904;8341		
g7729.t1	g7729.t1	2	2	2		1	2	2	2	2	2	1	0	0	1	2	1	2	2	2	1	0	0	1	2	1	2	2	2	1	0	0	1	2	1	2	5.1	5.1	5.1	57.176	547	547	1	11	0	12.171	By MS/MS	By MS/MS	By matching			By matching	By MS/MS	By MS/MS	By matching	5.1	5.1	1.8	0	0	1.8	5.1	1.8	5.1	1097300	300060	238200	13015	0	0	46318	279360	68272	152030	317270	393980	0	0	0	0	157470	0	257400	1	1	0	0	0	0	2	1	0	5				619	1859;3679	True;True	1983;3953	13139;13140;13141;13142;26410;26411;26412;26413;26414;26415;26416	4666;4667;4668;9434;9435	4666;9434		
g7730.t1	g7730.t1	7	7	7		1	7	7	7	5	5	5	3	6	3	6	4	5	5	5	5	3	6	3	6	4	5	5	5	5	3	6	3	6	4	5	36	36	36	31.03	300	300	1	51	0	65.196	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25	27	23.7	18.7	31.7	16.7	32	19.3	27.7	27224000	1931800	1045200	1335300	1590600	7002900	4706100	3523500	2972400	3116200	1168900	1813500	1577800	3644600	3995200	4953800	1970400	2197400	4172100	3	2	2	1	2	1	5	2	2	20				620	233;982;1183;1665;3598;3641;3657	True;True;True;True;True;True;True	242;1039;1251;1778;3869;3914;3931	1544;1545;1546;6908;6909;6910;6911;6912;8293;8294;8295;8296;8297;8298;8299;11871;11872;11873;11874;11875;11876;11877;11878;11879;11880;11881;11882;11883;11884;11885;11886;11887;11888;25856;25857;25858;25859;25860;25861;25862;26166;26167;26168;26169;26285;26286;26287;26288;26289;26290;26291	601;2440;2966;4240;4241;4242;4243;4244;4245;4246;4247;4248;4249;9239;9240;9241;9242;9352;9353;9400;9401	601;2440;2966;4245;9239;9352;9401	359;360	297;299
g7765.t1	g7765.t1	2	2	2		1	2	2	2	1	2	2	0	2	2	1	2	2	1	2	2	0	2	2	1	2	2	1	2	2	0	2	2	1	2	2	29	29	29	13.431	131	131	1	14	0	13.741	By MS/MS	By matching	By matching		By MS/MS	By matching	By matching	By MS/MS	By MS/MS	15.3	29	29	0	29	29	15.3	29	29	4960600	101760	128680	352540	0	1337300	1376900	197950	981580	483990	0	0	0	0	1123700	0	0	536670	579490	1	0	0	0	1	0	0	1	1	4				621	700;3480	True;True	739;3743	4860;4861;4862;4863;4864;4865;4866;4867;25050;25051;25052;25053;25054;25055	1724;1725;8941;8942	1724;8941		
g7766.t1	g7766.t1	2	2	2		1	2	2	2	0	1	1	2	0	0	1	0	1	0	1	1	2	0	0	1	0	1	0	1	1	2	0	0	1	0	1	3.2	3.2	3.2	136.22	1226	1226	1	6	0	14.033		By matching	By matching	By MS/MS			By matching		By matching	0	1.5	1.5	3.2	0	0	1.5	0	1.5	1404100	0	41210	178350	581940	0	0	171200	0	431360	0	0	0	837830	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2				622	51;1278	True;True	52;1357	314;9049;9050;9051;9052;9053	117;3246	117;3246		
g7769.t1	g7769.t1	6	6	6		1	6	6	6	6	4	3	1	3	6	6	6	5	6	4	3	1	3	6	6	6	5	6	4	3	1	3	6	6	6	5	36.5	36.5	36.5	33.762	318	318	1	48	0	56.017	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	36.5	21.1	14.2	5	14.2	36.5	36.5	36.5	33.3	34940000	3789400	2298400	366860	778930	1909600	6617600	7953200	7526900	3699000	3642800	3799600	1041800	2325400	1860500	2723800	4391800	4091100	6242300	3	2	0	0	1	2	2	2	3	15				623	535;1795;1871;2030;2451;2538	True;True;True;True;True;True	565;1916;1995;2168;2651;2744	3695;3696;3697;3698;3699;3700;3701;12764;12765;12766;12767;12768;12769;12770;12771;13220;13221;13222;13223;13224;14384;14385;14386;14387;14388;17669;17670;17671;17672;17673;17674;17675;17676;17677;17678;17679;17680;17681;17682;17683;17684;17685;18336;18337;18338;18339;18340;18341	1326;1327;4529;4530;4531;4532;4695;5134;6248;6249;6250;6251;6252;6253;6254;6467	1327;4530;4695;5134;6252;6467		
